Date,MakerDAO ($),Abracadabra.money ($),Liquity ($),Ethena ($),Origin DeFi ($),Reflexer ($),Vesta Finance ($),Angle ($)
6/30/2023,150009.52,4193.5,13054.5,,1742.39,138.83,357.22,45.29
7/1/2023,124789.14,20358.75,1579.14,,1846.37,138.04,337.99,108.47
7/2/2023,92128.63,4407.91,2400.28,,1998.06,137.83,234.37,116.89
7/3/2023,130069.19,26618.8,4168.25,,1959.16,137.97,335,202.59
7/4/2023,109547.28,3928.32,3333.16,,2033.55,129.94,286.84,34.48
7/5/2023,118788.94,4115.03,1153.46,,934.63,122.18,362.76,92.94
7/6/2023,121365.05,27884.35,44504.17,,2567.23,121.73,280.28,228.07
7/7/2023,772485.71,5050.41,561.99,,2053.71,122.33,353.64,78
7/8/2023,107911.87,24756.37,654.31,,2174.12,122.56,340.45,88.02
7/9/2023,115560.09,4158.95,719.39,,2220.61,122.12,267.97,70.08
7/10/2023,380769.02,26946.64,13817.94,,2342.47,122.26,334.69,62.7
7/11/2023,85672.54,3668.7,883.31,,2344.5,122.38,348.4,97.76
7/12/2023,110815.46,26082.15,2911.29,,2237.23,121.7,247.66,77.09
7/13/2023,129569.24,10056.21,17827.41,,2850.54,124.97,402.18,285.78
7/14/2023,143315.66,3792.24,6476.36,,2505.2,123.9,381.02,75.07
7/15/2023,62671.82,20561.86,5143.22,,2837.25,123.46,376.2,514.98
7/16/2023,93885.04,3484.42,1839.65,,2709.29,123.01,344.94,57.39
7/17/2023,1006875.8,26340,1127.36,,2264.08,123.73,465.97,28.07
7/18/2023,202734.67,4882.33,8377.63,,2658.63,123.52,417.05,130.89
7/19/2023,82236.1,25324.34,2935.78,,2452.22,121.68,490.47,86.32
7/20/2023,102139.05,3215.57,1649.94,,2577.19,121.53,433.9,285.7
7/21/2023,103008.05,19232.87,881.27,,2445.6,120.85,456.3,80.99
7/22/2023,101037.76,9687.3,2055.66,,2732.65,120.59,466.91,116.69
7/23/2023,81005.47,3112.22,3350.52,,2203.99,120.55,349.63,86.85
7/24/2023,178853.07,25644.14,12494.82,,2389.62,121.08,432.26,237.35
7/25/2023,53830.96,2580.25,8089.97,,2574.35,121.35,401.67,283.75
7/26/2023,144291.22,25259.23,2003.56,,2276.64,121.29,448.7,66.55
7/27/2023,355236.17,9016.01,628.39,,2099.07,120.76,251.01,351.03
7/28/2023,86744.75,3252.03,1127.66,,2278.28,121.07,392.98,136.52
7/29/2023,125402.61,19670.13,1742.72,,2341.04,119.9,381.36,106.1
7/30/2023,135923.46,20018.61,3102.43,,3086.39,120.19,436.22,369.1
7/31/2023,102059.19,11070.54,2954.46,,2045.65,119.64,282.65,275.31
8/1/2023,109288.12,11785.85,6390.55,,1891.19,120.98,322.15,111.34
8/2/2023,581668.56,17238.47,2038.45,,1605.19,120,315.29,91.69
8/3/2023,1215386.55,10124.41,811.13,,1576.74,120.5,232.45,124.15
8/4/2023,264256.12,3332.16,2530.4,,1850.45,119.33,219.67,370.53
8/5/2023,75897.48,14053.48,1864.51,,2055.23,119.77,200.13,36.95
8/6/2023,194446.64,6945.89,2031.79,,1977.64,119.38,261.24,66.42
8/7/2023,161776.24,7427.24,4419.74,,2032.73,120.82,203.12,94.6
8/8/2023,135426.28,4963.18,8904.04,,2664.57,119.62,264.04,355.07
8/9/2023,767728.07,8556.2,6659.88,,2534.18,119.91,198.9,139.13
8/10/2023,170814.02,4093.26,7845.4,,2512.37,120.99,283.6,991.72
8/11/2023,1199050.48,3914.79,8857.82,,2518.2,120.62,220.26,107.09
8/12/2023,41141.91,7618.74,5681.1,,3383.34,120.68,227.85,130.17
8/13/2023,188922.09,4125.63,20457.87,,2491.13,120.39,233.52,191.08
8/14/2023,263927.01,8097.7,13931.14,,2438.31,120.71,193.41,91.54
8/15/2023,221601.02,3691.52,8660.24,,2519.05,120.24,260.1,161.24
8/16/2023,185821.5,8773.33,12280.22,,2417.17,119.86,229.42,43.95
8/17/2023,393695.33,4913.94,63847.68,,2349.52,117.26,161.45,128.61
8/18/2023,138318.99,3533.59,5538.66,,2555.26,116.42,121.02,403.79
8/19/2023,157227.07,5304.61,7630.24,,1887.47,109.16,144.03,10.77
8/20/2023,261740.22,3588,2274.84,,2260.97,109.43,106.06,53.47
8/21/2023,175540.31,6281.49,4397.16,,2643.3,109.77,129.18,149.3
8/22/2023,151194.03,3132.37,2128.21,,2098.03,110.78,116.68,127.61
8/23/2023,212076.67,7485.21,6338.77,,2173.28,113.97,109.87,101.05
8/24/2023,773754.74,2402.72,3920.31,,2342.05,113.97,276.72,227.18
8/25/2023,7631992.65,602.9,4748.36,,3313.47,113.29,204.69,77.5
8/26/2023,73922.69,8655.82,1230.3,,1871.36,113.4,186.28,122.57
8/27/2023,138310.06,2604.56,2345.77,,1900.43,114.73,182.29,250.37
8/28/2023,235815.13,8376.44,12169.88,,1863.02,115.32,236.25,98.32
8/29/2023,392773.67,590.28,24933.72,,2176.26,115.26,182.04,84.07
8/30/2023,154432.36,8626.99,2629,,1933.73,115.29,180.15,146.19
8/31/2023,166283.4,3655.55,1464.26,,2198.79,114.66,154.95,85.04
9/1/2023,149419.97,2228.11,12625.19,,1776.17,114.47,143.21,63.8
9/2/2023,60100.74,4579.49,1098.21,,2188.1,114.82,130.53,83.67
9/3/2023,89708.91,2680.95,9139.4,,2107.11,115.02,144.72,28.43
9/4/2023,816830.95,6134,12763.17,,2019.26,116.05,138.56,172.17
9/5/2023,201941.7,2347.37,12672.79,,2028.94,116.14,141.63,146.79
9/6/2023,170886.88,5644.8,18147.18,,2175.33,115.58,120.34,624.57
9/7/2023,265075.86,2748.82,22560.63,,2008.9,115.92,198.14,38.43
9/8/2023,3068819.63,1490.31,543.65,,2118.65,116.06,121.54,47.47
9/9/2023,165178.03,5361.55,1146.32,,2081.06,115.94,186.94,73.81
9/10/2023,126230.45,3333.29,6664.85,,2214,115.57,137.03,41.02
9/11/2023,177773.96,6029.12,8104.81,,2057.83,115.15,127.65,138.3
9/12/2023,104430.46,1324.78,21913.67,,2181.73,116.4,104.12,178.57
9/13/2023,256108.82,6275.92,6971.72,,2238.72,116.72,132.3,10.3
9/14/2023,124191.67,985.09,2788.18,,2411.15,116.99,103.59,105.2
9/15/2023,122202.97,3041.27,17284.97,,2290.97,117.49,78.31,97.56
9/16/2023,71044.14,5899.83,473.23,,2357.3,116.77,75.97,29.17
9/17/2023,670784.54,658.3,2808.83,,2399.77,116.49,115.97,19.45
9/18/2023,307633.9,7172.23,14899.71,,2514.1,117.26,104.32,18.68
9/19/2023,302257.04,2923.5,10603.68,,2768.47,117.43,95.81,49.22
9/20/2023,1170249.92,4891.48,7498.9,,2579.45,117.79,99.59,142.03
9/21/2023,166147.69,1888.07,15225.47,,3068.57,117.17,111.42,187.36
9/22/2023,99373.18,2240.58,30468.69,,2577.54,116.39,118.65,83.16
9/23/2023,76814.11,4265.09,12235.54,,2773.8,116.77,75.74,210.99
9/24/2023,337025.64,2714.05,55860.22,,2749.71,116.72,100.29,400.72
9/25/2023,136179.86,5440,24096.19,,2663.79,117.19,78.98,941.45
9/26/2023,76509.4,1212.31,38871.17,,2611.13,115.84,128.55,359.97
9/27/2023,225980.15,5974.6,24394.42,,2752.02,113.46,89.13,5592.3
9/28/2023,186384.95,2764.78,38476.91,,2659.61,113.73,122.71,1044.94
9/29/2023,468671.43,929.82,45237.97,,2996.64,113.52,97.03,249.19
9/30/2023,168565.84,4760.06,19337.42,,2648.38,112.91,125.21,184.38
10/1/2023,210451.04,319.58,39588.94,,3650.03,113.89,137.05,2806.33
10/2/2023,241954.01,6261.32,34880.63,,2981.17,112.51,92.87,741.05
10/3/2023,126862.08,2352.16,14999.54,,2112.8,112.56,100.32,2612.3
10/4/2023,2681829.9,5461.87,19436.31,,2163.19,112.87,137.06,554.9
10/5/2023,374130.34,1450.67,22824.3,,2153.62,111.72,102.31,309.69
10/6/2023,188510.29,4547.53,31043.89,,1743.21,112.25,90.75,653.02
10/7/2023,30039.78,2863.24,4409.93,,2098.69,112.25,123.46,96.31
10/8/2023,222917.27,1970.87,14200.48,,1946.61,110.4,52.88,174.06
10/9/2023,1477807.68,4190.62,22484.26,,1968.86,111.16,23.26,632.79
10/10/2023,839371.94,2008.87,17183.29,,1692.73,111.14,60.85,946.29
10/11/2023,4955367.52,4699.87,21104.85,,1729.31,114.01,24.99,710.2
10/12/2023,196871.29,1503.57,12740.28,,2067.06,111.26,3.59,1604.67
10/13/2023,132561.08,2370.96,14760.59,,1377.99,111.81,24.64,507.41
10/14/2023,172116.59,3574.2,682.31,,1438.74,112.19,0,124.94
10/15/2023,81853.17,1378.68,4224.96,,1642.28,112.09,0,864.36
10/16/2023,163360.03,4426.35,30110.39,,1957.81,112.42,28.13,197.48
10/17/2023,223517.81,2879.55,4089.09,,1377.74,111.93,11.02,596.76
10/18/2023,1323113.88,3945.08,6710.1,,2199.84,111.4,7.91,1043.88
10/19/2023,557357,898.83,6212.73,,1711.52,102.49,27.88,440.01
10/20/2023,73170.03,3376.94,16624.72,,2232.12,97.19,18.91,181.16
10/21/2023,345186.08,3063.63,12142.53,,1298.96,97.72,10.97,132.66
10/22/2023,149867.97,2822.84,27379.56,,1799.77,97.31,25.26,214.33
10/23/2023,349747.6,3322.25,45170.62,,1832.34,96.79,23.25,2254.86
10/24/2023,153853.08,2437.71,24199.61,,2246.93,96.52,16.19,374.64
10/25/2023,3561648.03,3573.91,22285.77,,1723.36,98.05,60.26,1179.88
10/26/2023,319733.69,1435.19,22190.69,,1992.03,97.38,28.4,1558.37
10/27/2023,120697.63,1038.57,20477.26,,1867.24,97.24,108.14,888.34
10/28/2023,224907.83,2373.45,4135.13,,1937.51,96.26,68.76,43.05
10/29/2023,318904.89,5171.06,15459,,1952.68,97.84,67.16,32.27
10/30/2023,170693.01,1824.18,14360.74,,1875.88,95.56,45.57,267
10/31/2023,174723.64,4130.77,20152.28,,2038.56,95.9,75.77,392.4
11/1/2023,269971.88,2880.42,36371.68,,1972,96.3,30.82,253.51
11/2/2023,795972.87,1457.81,6843.25,,1970.36,95.42,19.85,2094.81
11/3/2023,264587.34,3451.08,11565.27,,2438.69,96.01,14.17,1595.94
11/4/2023,1680918.65,1529.67,6195.68,,2393.89,96.21,23.69,105.34
11/5/2023,192016.86,4390.59,7042.63,,2150.52,96.95,17.08,1141.83
11/6/2023,330854.58,1460.62,8648.44,,2341.33,96.54,20.3,279.14
11/7/2023,1434819.68,4474.27,5066.45,,2309.74,96.23,15.55,492.88
11/8/2023,195135.5,1895.84,1951.73,,2495.64,97.03,43.3,1053.62
11/9/2023,190054.52,1510.26,18605.31,,3357.34,97.27,32.51,795.38
11/10/2023,125975.06,4526.95,4215.03,,1655.32,94.57,35.97,436.78
11/11/2023,405269.81,2967.22,31088.39,,2435.14,93.35,38.47,1062.28
11/12/2023,152420.92,2872.35,15758.68,,2263.37,93.2,55.07,540.41
11/13/2023,288326.97,1303.08,24649.63,,2376.5,93.74,45.26,1011.27
11/14/2023,259088.58,4691.48,18536.21,,2459.46,92.34,37.62,1492.47
11/15/2023,257710.47,1612.76,22247.43,,2793.36,94.6,46.01,488.16
11/16/2023,14800710.94,1470.38,3781.46,,2542.63,91.89,71.35,1847.08
11/17/2023,1017168.61,4509.06,7527.33,,2559.6,92.68,45.14,3883.72
11/18/2023,62055.24,1707.23,3602.86,,2453.59,93.09,45.74,630.81
11/19/2023,293489.01,4521.19,43510.87,,2300.45,94.15,82.16,1673.9
11/20/2023,195457.94,1423.29,9333.74,,6692.2,93.52,73.17,1920.77
11/21/2023,579749.94,4267.35,21984.53,,1859.23,93.29,66.96,1275.44
11/22/2023,231751.74,1677.96,20052.1,,3476.37,96.13,26.78,1092.51
11/23/2023,169056.6,1389.36,13339.99,,1956.04,95.7,23.16,2032.81
11/24/2023,403816.48,4543.68,17024.78,0.19,2200.67,96,0,758.42
11/25/2023,183513.17,1024.01,11366.41,0,2427.13,95.35,65.26,688.8
11/26/2023,193710.02,4834.71,23297.81,0,2161.52,95.24,46.14,570.42
11/27/2023,251449.34,1356.72,12743.47,101.8,2685.74,93.51,25.9,577.27
11/28/2023,333314.98,4126.13,14841.28,3.07,2079.2,93.04,0,684.35
11/29/2023,362094.09,1590.84,7463.7,0.73,2412.4,92.27,44.57,1329.84
11/30/2023,2982489.94,1634.77,9526.27,0.35,2291.49,92.52,10.71,3088.32
12/1/2023,269325.24,4372.72,9329.38,221.18,2441.77,92.88,13.09,2522.69
12/2/2023,295321.46,1671.73,20697.52,0,2660.57,94.65,13.64,2676.99
12/3/2023,243133.19,4306.52,6351,0,2802.32,95.44,13.19,609.65
12/4/2023,2121252.45,3137.77,13873.39,5.61,2590.06,96.13,12.29,2197.34
12/5/2023,269818.37,2780.28,10296.2,101.57,2692.47,96.68,0,1205.34
12/6/2023,193379.38,1205.81,3934.5,542.91,2497.76,94.22,0,1478.3
12/7/2023,192971.43,1455.56,4574.2,159.72,2680.43,96.23,65.37,880.91
12/8/2023,371830.68,4302.49,4338.36,1653.02,3019.84,96.63,0,1766.38
12/9/2023,263719.94,2858.36,1467.75,0.05,3014.23,94.27,0,1848.55
12/10/2023,298728.37,3251.59,3965.67,573.16,2761.88,92.69,112.03,941.46
12/11/2023,575285.93,1339.05,83949.39,1343.49,2792.54,91.82,0,3893.13
12/12/2023,247519.43,4440.98,1460.06,475.02,3135.68,90.67,0,1099.49
12/13/2023,223382.82,137.56,890.51,1609.45,9558.41,91.18,122.89,646.44
12/14/2023,167665.41,2107.33,2221.62,5886.95,2908.57,91.54,20.28,1928.88
12/15/2023,3579291.42,4024.88,283.99,8610.56,3452.11,89.6,0,1273.33
12/16/2023,180478.73,2338.9,856.73,0.02,2293.98,89.57,114.95,363
12/17/2023,752698.26,3917.43,938.77,3229.03,3308.22,86.87,36.04,493.42
12/18/2023,321214.93,1913.39,7051.8,7829.48,2963.97,89.25,46.37,599.99
12/19/2023,328754.36,4628.57,6843.27,4944.35,2781.06,86.09,0,600.93
12/20/2023,715803,1570.42,15766.86,6585.69,3819.99,86.66,77.21,678.02
12/21/2023,416018.14,1794.8,4626.23,5313.88,2031.65,86.68,24.07,808.45
12/22/2023,267895.49,4211.11,3028.58,5619.81,3071.34,88.34,0,361.5
12/23/2023,302144.95,2826.19,5200.6,2147.02,3888.93,88.06,27.8,3075.95
12/24/2023,198546.37,2660.6,3760.73,1026.13,2668.57,86.79,44.18,1131.19
12/25/2023,329235.71,285.91,3406.31,5026.67,2913.52,86.04,21.78,1032.47
12/26/2023,243108.17,6058.63,3968.07,507.83,3974.23,85.84,22.29,261.55
12/27/2023,451410.13,1613.21,5976.94,7333.01,2173.21,87.83,23.64,945.46
12/28/2023,376368.07,1862.63,3768.44,1957.54,4481.29,86.01,23.66,829.52
12/29/2023,362543.9,4391.44,4590.1,5928.01,2650.53,85.32,0,455.1
12/30/2023,397010.6,1571.27,13592.65,5827.94,3198.59,84.92,0,609.38
12/31/2023,190844.21,3611.71,6821.32,1408.94,2766.38,84.4,0,314.07
1/1/2024,229468.97,1823.08,5823.81,5441.14,2614.6,85.82,91.89,49.19
1/2/2024,496735.94,4339.03,15627.36,9951.59,3175.51,84.88,0,1136.51
1/3/2024,2438745.37,1620.09,81084.73,2965.83,3416.69,81.85,48.42,1517.65
1/4/2024,2869692.09,1345.94,14377.12,1913.19,2441.96,83.02,0,923.54
1/5/2024,251034.58,3642.58,5090.52,179.95,2808.17,82.42,44.01,1714.55
1/6/2024,168380.2,4163.65,1192.94,1831.86,2848.05,83.06,30.17,522.98
1/7/2024,144368.52,2114.4,333.79,2007.51,2705.56,82.25,14.68,4398.81
1/8/2024,667935.21,1624.75,1260.2,2530.1,2722.53,85.02,24.83,1813.13
1/9/2024,219307.63,4561.2,5199.66,4116.01,2786.6,84.88,0,767.87
1/10/2024,249821.47,1400.83,3395.83,298.12,3126.59,87.15,96.49,1530.93
1/11/2024,884031.07,1555.87,26786.2,0.12,3111.36,85.59,39.57,1871.23
1/12/2024,237159.41,4392.86,1261.69,922.99,3385.41,85.1,71,1126.05
1/13/2024,351186.14,2658.6,944.74,185.13,3122.5,85.37,18.73,658.24
1/14/2024,185948.09,3216.53,313.37,76.49,2773.21,83.65,0,1441.57
1/15/2024,538588.04,212.5,1006.93,401582.83,2580.68,85.63,114.37,477.66
1/16/2024,462064.6,5620.16,238.5,685818.08,2829.93,86.38,27.82,2210.15
1/17/2024,2785935.44,1629.28,1842.26,1516.53,2866.9,86.64,33.74,389.52
1/18/2024,777247.56,215.27,423.23,303962.74,3735.82,87.03,19.07,725.23
1/19/2024,2543450.08,4435.75,8467.67,5355.55,2834.87,85.67,0,1020.08
1/20/2024,216574.98,431.86,6292.47,0,2671.1,85.27,0,252.97
1/21/2024,227175.51,6157.61,1119.61,86.3,3957.6,83.86,0,2030.34
1/22/2024,218973.24,2209.41,1636.32,0,2372.86,81.39,63.08,547.59
1/23/2024,338259.8,4308.67,3148.62,332.08,2973.09,82.65,18.42,787.67
1/24/2024,305498.9,1041.19,3343.06,116.97,3068.92,82.59,18.38,917.98
1/25/2024,129476.8,1921.11,6337.93,302391.25,2466.9,83.06,11.7,1245.5
1/26/2024,268924.87,4151.73,1051.48,2.97,2793.15,83.67,0,1679.73
1/27/2024,175059.15,2473.59,930.56,0,2864.29,83.56,37.67,1074.18
1/28/2024,236120.1,2811.59,1534.73,0.03,2412.03,83.65,0,664.79
1/29/2024,1529659.26,1461.88,3143.61,1520.14,7857.82,84.56,51.18,944.81
1/30/2024,566091.32,4355.46,2381.26,2221.72,2522.96,84.55,0,804.6
1/31/2024,292424.47,3448.31,2027.35,5004.92,2831.64,84.17,33.59,1057.45
2/1/2024,279852.49,808.42,4988.19,398823.21,2309.31,84.57,0,2103.67
2/2/2024,1867820.78,2156,17526.59,12495.88,2556.16,84.8,10.85,1503.63
2/3/2024,262200.67,118.49,684.36,33.83,2471.27,84.52,0,578.17
2/4/2024,149088.61,5292.05,1717.92,2836.66,2497.42,84.36,24.79,1114.83
2/5/2024,946383.72,1456.28,561.78,1008.36,4369.51,84.82,0,1533.59
2/6/2024,479316.76,3868.08,6624.12,8409.15,2424.85,86.52,0,797.66
2/7/2024,275604.78,139.31,2948.6,14500.65,2405.51,87.33,0,2034.17
2/8/2024,1711228.4,139.93,12667.29,0.04,2546.29,86.73,0,1361.17
2/9/2024,224807.03,5421.65,3981.8,404389.98,2913.84,88.3,44.65,1084.55
2/10/2024,107677.51,204.79,1044.97,9916.81,2218.12,88.11,0,897.65
2/11/2024,313071.81,5946.61,1468.82,0,2022.4,88.31,0,1143.33
2/12/2024,1090271.82,843.16,5216.12,325.65,3080.11,89.46,0,1405.02
2/13/2024,378682.52,4335.77,2622.29,14948.8,3206.42,88.04,30.1,4542.73
2/14/2024,488205.19,628.01,9423.93,0,3747.59,90.97,21.96,197.07
2/15/2024,378845.69,2040.03,6787.66,607304.65,2352.62,91,4.88,1479.15
2/16/2024,2262023.63,2900.55,2224.07,7494.98,3836.88,90.62,0,825.9
2/17/2024,384815.33,1971.59,3610.9,4312.45,3454.4,90.07,0,261.73
2/18/2024,193401.87,3690.24,7522.14,4287.86,3256.91,92.93,0,1022.98
2/19/2024,242200.36,2170.16,9638.82,37154.88,3461.47,94.09,82.65,497.62
2/20/2024,774917.19,3828.85,16283.44,55747.13,4046.92,94.4,17.42,1877.07
2/21/2024,247514.33,1119.67,11134.1,30301.65,3255.08,91.92,0,1966.26
2/22/2024,12178250.45,130.3,11096.78,1102157.72,3864.53,93.44,19.97,2765.13
2/23/2024,193471.44,4920.7,7381.88,6894.73,2870.23,92.6,0,1748.19
2/24/2024,253532.37,169.93,8156.22,7202.46,2999.99,94.21,13.6,37.8
2/25/2024,260166.21,4820.48,9005.19,10004.25,3350.28,95.07,0,3720.97
2/26/2024,1245703.96,156.56,11273.94,45094.49,3763.97,95,0,848.24
2/27/2024,427926.55,5347.43,7205.49,14933.35,3760.63,95.46,38.77,2678.75
2/28/2024,573761.07,1389.13,21742.59,21536.07,4094.22,97.14,16.25,1696.93
2/29/2024,369693.98,184.95,11605.78,2165821.73,3500.3,95.44,16.3,4277.35
3/1/2024,420426.52,4162.9,7000.03,35505.08,3610.87,96.64,12.4,1439
3/2/2024,466186.74,1569.84,6465.35,51111.31,4553.17,94.36,0,2249.39
3/3/2024,264080.03,4845.03,10583.71,41553.36,3185.32,96.09,0,412.3
3/4/2024,2019853.6,669.84,2704.62,67204.26,4351.37,97,63.08,3537.34
3/5/2024,403012.44,331.82,21391.03,33359.96,3570.33,95.58,15.07,1737.14
3/6/2024,222266.16,264.89,7754,11530.85,3625.72,97.63,23.99,1085.4
3/7/2024,1921795.64,429.14,8034.85,6545567.13,4038.42,95.27,26.7,4058.98
3/8/2024,464052.86,10315.23,4021.61,8234.89,4969.11,98.09,0,1156.93
3/9/2024,219087.93,240.59,2302.65,8035.47,3886.17,98.93,0,172.74
3/10/2024,270656.81,5679.26,1854.1,16248.86,3667.46,99.01,76.76,560.37
3/11/2024,1317207.95,200.55,28051.17,34133.2,4157.2,101.65,29.72,1737.28
3/12/2024,957431.45,5093.81,33401.28,55272.93,4924.18,101.29,23.31,1825.29
3/13/2024,972471.97,182.06,11454.2,46068.08,5070.86,100.18,19.8,781.37
3/14/2024,630326.42,180.43,6771.96,7858874.81,3715.52,99.29,0,1501.18
3/15/2024,1557139.92,6624.16,8912.62,24255.31,3839.38,97.63,30.95,1778.4
3/16/2024,660443.2,570.19,1902.36,16036.74,3705.4,97.57,0,755.09
3/17/2024,1304674.06,2858.72,12044.38,13971.1,4088.39,99.57,0,1434.14
3/18/2024,2073534.8,3045.11,4630.77,35033.62,6840.24,99.25,46.13,884.36
3/19/2024,738685.1,1179.21,5854.19,30233.82,5466.96,97.89,12.55,1086.4
3/20/2024,1324565.52,317.66,17801.43,19257.56,0,101.92,0,1370.82
3/21/2024,783795,376.8,7059.16,5385175.64,13472.54,101.78,0,613.25
3/22/2024,1032771.1,7805.21,10128.93,45362.58,3018.26,100.23,0,2327.86
3/23/2024,303623.63,1885.88,2157.42,15002.48,5087.84,100.09,0,817.17
3/24/2024,460672.13,4041.25,1420.2,19001.12,4398.28,101.3,96.54,403.02
3/25/2024,545520.37,345.94,42337.13,19364.68,4574.31,101.66,3.62,665.08
3/26/2024,608602.17,4953.09,1748.36,20599.5,4732.1,102.27,33.98,1461.18
3/27/2024,465711.38,906.48,1814.48,24493.66,5823.61,101.56,0,1831.31
3/28/2024,549937.52,1497.13,2540.2,4577280.07,2467.47,102.27,23.81,587.2
3/29/2024,2916526.22,3293.78,10873.56,105735.72,3607.33,100.97,0,1494.55
3/30/2024,528941.3,2136.92,2411.99,27861.09,2961.13,100.65,0,1221.43
3/31/2024,437532.6,4122.51,3451.45,5500.56,3964.93,101.78,0,71.69
4/1/2024,1099793.99,262.18,1839.11,20610.24,2411.6,100.86,0,110.54
